Month,Channel,First Source / Medium,First Campaign,Last Source / Medium,Last Campaign,# of visits,Full path (Source / Medium),Full path (Campaign),Conversions
2015/11,Direct,(direct) / (none),(direct) / (none),ERROR,ERROR,103,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > hs_automation / email > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none),(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > Post-Trial Campaign > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/11,Direct,(direct) / (none),(direct) / (none),Other Campaigns / Reseller Partners,Reseller Partners,30,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > Other Campaigns / Reseller Partners,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > Reseller Partners,1
2015/11,Direct,(direct) / (none),(direct) / (none),accounts.google.com / referral,accounts.google.com / referral,26,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,1
2015/11,Direct,(direct) / (none),(direct) / (none),accounts.google.com / referral,accounts.google.com / referral,31,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > firstteam.yapmo.com / referral > accounts.google.com / referral,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > firstteam.yapmo.com / referral > accounts.google.com / referral,1
2015/11,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),23,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/11,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),24,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/11,Direct,(direct) / (none),(direct) / (none),accounts.google.com / referral,accounts.google.com / referral,12,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > accounts.google.com / referral,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > accounts.google.com / referral,1
2015/11,Direct,(direct) / (none),(direct) / (none),google / organic,google / organic,7,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic,1
2015/11,Direct,(direct) / (none),(direct) / (none),accounts.google.com / referral,accounts.google.com / referral,35,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > firstteam.yapmo.com / referral > accounts.google.com / referral > firstteam.yapmo.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > firstteam.yapmo.com / referral > accounts.google.com / referral > firstteam.yapmo.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,1
2015/11,Direct,(direct) / (none),(direct) / (none),Other Campaigns / Reseller Partners,Reseller Partners,8,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > Other Campaigns / Reseller Partners,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > Reseller Partners,1
2015/11,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),9,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > simplifiedemailmarketing.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > simplifiedemailmarketing.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/11,Direct,(direct) / (none),(direct) / (none),accounts.google.com / referral,accounts.google.com / referral,4,(direct) / (none) > (direct) / (none) > google / organic > accounts.google.com / referral,(direct) / (none) > (direct) / (none) > google / organic > accounts.google.com / referral,1
2015/11,Direct,(direct) / (none),(direct) / (none),google / cpc,Contactually Brand|Name (Exact),4,(direct) / (none) > (direct) / (none) > google / organic > google / cpc,(direct) / (none) > (direct) / (none) > google / organic > Contactually Brand|Name (Exact),1
2015/11,Direct,(direct) / (none),(direct) / (none),web.mail.comcast.net / referral,web.mail.comcast.net / referral,5,(direct) / (none) > (direct) / (none) > google / organic > meetme.so / referral > web.mail.comcast.net / referral,(direct) / (none) > (direct) / (none) > google / organic > meetme.so / referral > web.mail.comcast.net / referral,1
2015/11,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),5,(direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none),(direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none),1
2015/11,Direct,(direct) / (none),(direct) / (none),twitter.com / referral,twitter.com / referral,2,(direct) / (none) > twitter.com / referral,(direct) / (none) > twitter.com / referral,1
2015/11,Direct,(direct) / (none),(direct) / (none),accounts.google.com / referral,accounts.google.com / referral,3,(direct) / (none) > google / organic > accounts.google.com / referral,(direct) / (none) > google / organic > accounts.google.com / referral,1
2015/11,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),6,(direct) / (none) > google / organic > accounts.google.com / referral > accounts.google.com / referral > accounts.google.com / referral > (direct) / (none),(direct) / (none) > google / organic > accounts.google.com / referral > accounts.google.com / referral > accounts.google.com / referral > (direct) / (none),1
2015/11,Direct,(direct) / (none),(direct) / (none),entrepreneurshipinabox.com / referral,entrepreneurshipinabox.com / referral,3,(direct) / (none) > google / organic > entrepreneurshipinabox.com / referral,(direct) / (none) > google / organic > entrepreneurshipinabox.com / referral,1
2015/11,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),4,(direct) / (none) > google / organic > (direct) / (none) > (direct) / (none),(direct) / (none) > google / organic > (direct) / (none) > (direct) / (none),1
2015/11,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),13,(direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),(direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/11,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),11,(direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none),(direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/11,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),5,(direct) / (none) > google / organic > google / organic > (direct) / (none) > (direct) / (none),(direct) / (none) > google / organic > google / organic > (direct) / (none) > (direct) / (none),1
2015/11,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),6,(direct) / (none) > google / organic > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none),(direct) / (none) > google / organic > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/11,Direct,(direct) / (none),(direct) / (none),activerain.com / referral,activerain.com / referral,18,(direct) / (none) > google / organic > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > google / organic > accounts.google.com / referral > api.twitter.com / referral > (direct) / (none) > accounts.google.com / referral > google / organic > google / organic > google / organic > (direct) / (none) > (direct) / (none) > activerain.com / referral,(direct) / (none) > google / organic > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > google / organic > accounts.google.com / referral > api.twitter.com / referral > (direct) / (none) > accounts.google.com / referral > google / organic > google / organic > google / organic > (direct) / (none) > (direct) / (none) > activerain.com / referral,1
2015/11,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),5,(direct) / (none) > google / organic > google / organic > google / organic > (direct) / (none),(direct) / (none) > google / organic > google / organic > google / organic > (direct) / (none),1
2015/11,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),4,(direct) / (none) > promopro.com / referral > (direct) / (none) > (direct) / (none),(direct) / (none) > promopro.com / referral > (direct) / (none) > (direct) / (none),1
2015/11,Direct,(direct) / (none),(direct) / (none),placester.com / referral,placester.com / referral,2,(direct) / (none) > placester.com / referral,(direct) / (none) > placester.com / referral,1
2015/11,Direct,(direct) / (none),(direct) / (none),google / organic,google / organic,3,(direct) / (none) > tech.co / referral > google / organic,(direct) / (none) > tech.co / referral > google / organic,1
2015/11,Direct,(direct) / (none),(direct) / (none),therealestatetrainer.com / referral,therealestatetrainer.com / referral,2,(direct) / (none) > therealestatetrainer.com / referral,(direct) / (none) > therealestatetrainer.com / referral,1
2015/11,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),8,(direct) / (none) > virtualassistantchick.com / referral > Other Campaigns / Reseller Partners > Case Studies - Real Estate / Scalemail CTA - BOTTOM > Other Campaigns / Reseller Partners > (direct) / (none) > google / organic > (direct) / (none),(direct) / (none) > virtualassistantchick.com / referral > Reseller Partners > Marketing Site > Reseller Partners > (direct) / (none) > google / organic > (direct) / (none),1
2015/11,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),4,(direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none),(direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none),1
2015/11,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),8,(direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),(direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/11,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),27,(direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > booknow.so / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > mail.163.com / referral > (direct) / (none) > (direct) / (none),(direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > booknow.so / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > mail.163.com / referral > (direct) / (none) > (direct) / (none),1
2015/11,Direct,(direct) / (none),(direct) / (none),accounts.google.com / referral,accounts.google.com / referral,3,(direct) / (none) > firstteam.yapmo.com / referral > accounts.google.com / referral,(direct) / (none) > firstteam.yapmo.com / referral > accounts.google.com / referral,1
2015/11,Direct,(direct) / (none),(direct) / (none),bookyourselfsolid.com / referral,bookyourselfsolid.com / referral,2,(direct) / (none) > bookyourselfsolid.com / referral,(direct) / (none) > bookyourselfsolid.com / referral,1
2015/11,Direct,(direct) / (none),(direct) / (none),Other Campaigns / Comparison Collateral,BOFU2014,2,(direct) / (none) > Other Campaigns / Comparison Collateral,(direct) / (none) > BOFU2014,1
2015/11,Direct,(direct) / (none),(direct) / (none),contactually-staging.herokuapp.com / referral,contactually-staging.herokuapp.com / referral,2,(direct) / (none) > contactually-staging.herokuapp.com / referral,(direct) / (none) > contactually-staging.herokuapp.com / referral,1
2015/11,Direct,(direct) / (none),(direct) / (none),accounts.google.com / referral,accounts.google.com / referral,3,(direct) / (none) > contactually-staging.herokuapp.com / referral > accounts.google.com / referral,(direct) / (none) > contactually-staging.herokuapp.com / referral > accounts.google.com / referral,1
2015/11,Direct,(direct) / (none),(direct) / (none),Thank You Page Trial Signup / Thank you Landing Page,Thank You Page Link,2,(direct) / (none) > Thank You Page Trial Signup / Thank you Landing Page,(direct) / (none) > Thank You Page Link,1
2015/11,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),12,(direct) / (none) > harrisrealestateuniversity.customerhub.net / referral > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),(direct) / (none) > harrisrealestateuniversity.customerhub.net / referral > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/11,Direct,(direct) / (none),(direct) / (none),How it Works Page / Sigunup for Free trial right now link - last paragraph,Marketing Site,2,(direct) / (none) > How it Works Page / Sigunup for Free trial right now link - last paragraph,(direct) / (none) > Marketing Site,1
2015/11,Email,hs_automation / email,MOFU_General Lead Nurturing Campaign,hs_automation / email,MOFU_General Lead Nurturing Campaign,1,hs_automation / email,MOFU_General Lead Nurturing Campaign,1
2015/11,Email,hs_automation / email,Post-Trial Campaign,(direct) / (none),(direct) / (none),6,hs_automation / email > hs_automation / email > (direct) / (none) > hs_automation / email > (direct) / (none) > (direct) / (none),Post-Trial Campaign > Post-Trial Campaign > (direct) / (none) > Post-Trial Campaign > (direct) / (none) > (direct) / (none),1
2015/11,Email,hs_automation / email,Post-Trial Campaign,(direct) / (none),(direct) / (none),3,hs_automation / email > (direct) / (none) > (direct) / (none),Post-Trial Campaign > (direct) / (none) > (direct) / (none),1
2015/11,Email,hs_automation / email,Post-Trial Campaign,(direct) / (none),(direct) / (none),4,hs_automation / email > (direct) / (none) > (direct) / (none) > (direct) / (none),Post-Trial Campaign > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/11,Email,hs_automation / email,Past Trials - No Conversion,Past Trials w/ No Conversion Flow / Landing Page,Past Trials - No Conversion,2,hs_automation / email > Past Trials w/ No Conversion Flow / Landing Page,Past Trials - No Conversion > Past Trials - No Conversion,1
2015/11,Email,hs_email / email,Co-marketing partners,(direct) / (none),(direct) / (none),13,hs_email / email > (direct) / (none) > hs_automation / email > hs_automation / email > (direct) / (none) > (direct) / (none) > (direct) / (none) > meetme.so / referral > booknow.so / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),Co-marketing partners > (direct) / (none) > Past Leads > MOFU_General Lead Nurturing Campaign > (direct) / (none) > (direct) / (none) > (direct) / (none) > meetme.so / referral > booknow.so / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/11,Email,hs_email / email,(not set),google / organic,google / organic,3,hs_email / email > hs_email / email > google / organic,(not set) > (not set) > google / organic,1
2015/11,Email,mail.google.com / referral,mail.google.com / referral,google / organic,google / organic,2,mail.google.com / referral > google / organic,mail.google.com / referral > google / organic,1
2015/11,Email,blu170.mail.live.com / referral,blu170.mail.live.com / referral,(direct) / (none),(direct) / (none),3,blu170.mail.live.com / referral > (direct) / (none) > (direct) / (none),blu170.mail.live.com / referral > (direct) / (none) > (direct) / (none),1
2015/11,Email,snt153.mail.live.com / referral,snt153.mail.live.com / referral,snt153.mail.live.com / referral,snt153.mail.live.com / referral,1,snt153.mail.live.com / referral,snt153.mail.live.com / referral,1
2015/11,Integrations,fivestreet.com / referral,fivestreet.com / referral,(direct) / (none),(direct) / (none),2,fivestreet.com / referral > (direct) / (none),fivestreet.com / referral > (direct) / (none),1
2015/11,Integrations,fivestreet.com / referral,fivestreet.com / referral,google / organic,google / organic,2,fivestreet.com / referral > google / organic,fivestreet.com / referral > google / organic,1
2015/11,Integrations,myemma.com / referral,myemma.com / referral,myemma.com / referral,myemma.com / referral,1,myemma.com / referral,myemma.com / referral,1
2015/11,Integrations,zapier / profile,partnership,google / organic,google / organic,2,zapier / profile > google / organic,partnership > google / organic,1
2015/11,Integrations,zapier.com / referral,zapier.com / referral,(direct) / (none),(direct) / (none),3,zapier.com / referral > (direct) / (none) > (direct) / (none),zapier.com / referral > (direct) / (none) > (direct) / (none),1
2015/11,Integrations,zapier.com / referral,zapier.com / referral,google / organic,google / organic,2,zapier.com / referral > google / organic,zapier.com / referral > google / organic,1
2015/11,Organic,duckduckgo.com / referral,duckduckgo.com / referral,PPC / CPC,BingBrandName,2,duckduckgo.com / referral > PPC / CPC,duckduckgo.com / referral > BingBrandName,1
2015/11,Organic,duckduckgo.com / referral,duckduckgo.com / referral,accounts.google.com / referral,accounts.google.com / referral,3,duckduckgo.com / referral > PPC / CPC > accounts.google.com / referral,duckduckgo.com / referral > BingBrandName > accounts.google.com / referral,1
2015/11,Organic,duckduckgo.com / referral,duckduckgo.com / referral,(direct) / (none),(direct) / (none),2,duckduckgo.com / referral > (direct) / (none),duckduckgo.com / referral > (direct) / (none),1
2015/11,Organic,aol / organic,aol / organic,aol / organic,aol / organic,1,aol / organic,aol / organic,1
2015/11,Organic,aol / organic,aol / organic,accounts.google.com / referral,accounts.google.com / referral,2,aol / organic > accounts.google.com / referral,aol / organic > accounts.google.com / referral,1
2015/11,Organic,ask / organic,ask / organic,ask / organic,ask / organic,1,ask / organic,ask / organic,1
2015/11,Organic,bing / organic,bing / organic,accounts.google.com / referral,accounts.google.com / referral,2,bing / organic > accounts.google.com / referral,bing / organic > accounts.google.com / referral,1
2015/11,Organic,bing / organic,bing / organic,(direct) / (none),(direct) / (none),3,bing / organic > Case Studies - Real Estate / Scalemail CTA - BOTTOM > (direct) / (none),bing / organic > Marketing Site > (direct) / (none),1
2015/11,Organic,bing / organic,bing / organic,accounts.google.com / referral,accounts.google.com / referral,4,bing / organic > Case Studies - Real Estate / Scalemail CTA - BOTTOM > (direct) / (none) > accounts.google.com / referral,bing / organic > Marketing Site > (direct) / (none) > accounts.google.com / referral,1
2015/11,Organic,yahoo / organic,yahoo / organic,(direct) / (none),(direct) / (none),2,yahoo / organic > (direct) / (none),yahoo / organic > (direct) / (none),1
2015/11,Organic,yahoo / organic,yahoo / organic,yahoo / organic,yahoo / organic,5,yahoo / organic > (direct) / (none) > PPC / CPC > PPC / CPC > yahoo / organic,yahoo / organic > (direct) / (none) > BingBrandName > BingBrandName > yahoo / organic,1
2015/11,Organic,yahoo / organic,yahoo / organic,(direct) / (none),(direct) / (none),6,yahoo / organic > (direct) / (none) > PPC / CPC > PPC / CPC > yahoo / organic > (direct) / (none),yahoo / organic > (direct) / (none) > BingBrandName > BingBrandName > yahoo / organic > (direct) / (none),1
2015/11,Organic,yahoo / organic,yahoo / organic,yahoo / organic,yahoo / organic,3,yahoo / organic > (direct) / (none) > yahoo / organic,yahoo / organic > (direct) / (none) > yahoo / organic,1
